"","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"2678",1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,31,0,1,5,6,5,13.8333333333333,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,"Graduate"
"2679",1,15,1,4,1,14,1,23,1,19,25,1,0,1,1,1,0,26,0,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,"Enrolled"
"2680",1,12,1,17,0,1,1,22,28,28,16,0,0,0,1,1,0,34,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,"Graduate"
"2681",4,14,1,12,1,12,1,19,24,1,1,0,0,0,1,1,0,30,0,11,14,26,12,12.5260869565217,1,11,14,26,12,12.5260869565217,1,7.6,2.6,0.32,"Graduate"
"2682",2,12,1,12,1,12,1,23,28,8,9,0,0,0,1,1,0,36,0,0,7,9,6,12.7833333333333,0,0,8,11,0,0,0,16.2,0.3,-0.92,"Dropout"
"2683",1,4,1,17,0,3,1,22,27,7,8,0,0,1,0,1,0,46,0,0,5,5,0,0,0,0,5,5,1,10,0,11.1,0.6,2.02,"Dropout"
"2684",1,8,1,6,1,1,1,1,14,6,10,0,0,0,1,1,0,22,0,0,5,8,3,13,0,0,5,8,3,10.6666666666667,0,7.6,2.6,0.32,"Graduate"
"2685",1,4,1,4,1,3,1,1,14,6,10,0,0,0,1,1,0,27,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"2686",1,1,2,7,1,1,1,1,28,20,43,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12,0,8.9,1.4,3.51,NA
"2687",1,16,1,9,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,5,7,5,11,0,0,5,7,3,10,0,8.9,1.4,3.51,"Enrolled"
"2688",1,13,1,7,1,1,1,13,14,12,12,0,0,1,0,1,0,31,0,0,4,4,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"2689",1,1,1,7,1,1,1,22,14,10,10,1,0,1,1,1,0,20,0,0,5,7,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Enrolled"
"2690",1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"2691",1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,1,0,21,0,0,5,7,4,10.75,0,0,5,10,2,11,3,16.2,0.3,-0.92,"Dropout"
"2692",1,1,1,9,1,1,1,1,4,10,11,0,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,"Graduate"
"2693",1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,"Graduate"
"2694",1,1,1,4,1,1,1,23,1,10,5,0,0,0,1,1,0,18,0,0,6,7,6,16,0,0,6,6,6,15.1666666666667,0,12.4,0.5,1.79,"Graduate"
"2695",1,1,2,15,1,1,1,1,1,5,4,0,0,0,1,1,1,18,0,0,6,6,6,12.6666666666667,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,"Graduate"
"2696",1,12,1,12,1,1,1,1,2,22,21,0,0,1,1,1,0,30,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,"Enrolled"
"2697",1,12,1,11,1,12,1,13,14,4,2,0,0,1,0,1,0,34,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"2698",1,8,1,14,1,1,1,13,14,29,36,0,0,1,0,1,0,21,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,"Enrolled"
"2699",1,15,1,5,1,14,1,22,1,10,8,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,"Dropout"
"2700",1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,"Graduate"
"2701",1,1,1,2,1,1,1,1,1,5,4,1,0,1,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"2702",2,13,1,4,1,1,1,3,1,3,3,0,0,0,1,1,0,26,0,0,6,9,1,10,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"2703",1,8,1,7,1,1,1,23,14,8,4,1,0,1,1,1,0,20,0,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,"Dropout"
"2704",1,15,1,4,1,14,1,1,28,2,10,0,0,0,1,1,0,25,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,"Dropout"
"2705",1,8,1,14,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Enrolled"
"2706",1,12,2,9,1,1,1,13,5,5,2,1,0,0,1,1,0,24,0,0,5,8,3,10.6666666666667,1,0,5,5,1,14,0,9.4,-0.8,-3.12,"Dropout"
"2707",1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,"Graduate"
"2708",1,1,1,9,1,1,1,1,3,10,6,0,0,0,1,1,0,20,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"2709",1,3,3,5,1,1,1,3,1,10,7,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,8,6,14.125,0,10.8,1.4,1.74,"Graduate"
"2710",4,12,1,13,1,1,1,13,3,10,3,0,0,0,1,0,0,25,0,0,7,14,7,11.95,0,0,8,15,7,12.0428571428571,0,12.7,3.7,-1.7,"Enrolled"
"2711",1,8,1,11,1,1,1,23,27,10,7,1,0,0,1,0,0,22,0,0,6,7,5,14,0,0,6,6,6,15.6666666666667,0,11.1,0.6,2.02,"Graduate"
"2712",1,14,1,3,0,1,1,22,27,1,7,0,0,0,0,0,0,41,0,0,6,6,0,0,6,0,6,12,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2713",1,1,2,9,1,1,1,22,28,8,10,0,0,1,1,0,1,19,0,0,5,11,2,11.5,0,0,5,10,0,0,0,12.7,3.7,-1.7,"Dropout"
"2714",1,14,1,8,1,1,1,3,3,4,5,1,0,0,1,0,0,21,0,0,6,10,6,12,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,"Graduate"
"2715",1,12,1,6,1,1,1,1,1,6,6,1,0,1,1,0,0,30,0,0,6,7,6,16.4285714285714,0,0,6,7,6,16.6666666666667,0,13.9,-0.3,0.79,"Dropout"
"2716",1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,0,7,9,5,13.336,0,0,8,9,7,13.2071428571429,0,11.1,0.6,2.02,"Graduate"
"2717",2,12,2,13,1,1,1,13,28,10,10,0,0,0,1,0,1,26,0,0,7,7,0,0,0,0,8,8,0,0,6,10.8,1.4,1.74,NA
"2718",1,6,1,14,1,1,14,1,1,10,5,0,0,0,1,0,0,21,1,2,7,9,7,14.6666666666667,0,1,6,8,6,14,0,11.1,0.6,2.02,"Graduate"
"2719",1,1,1,12,1,1,1,1,1,4,5,1,0,0,1,0,0,18,0,0,8,8,7,14.1157142857143,0,0,8,8,7,14.1157142857143,0,10.8,1.4,1.74,"Graduate"
"2720",1,1,4,6,1,1,1,3,1,2,5,1,0,0,1,0,1,19,0,0,6,7,6,14.8571428571429,0,0,6,10,6,13.1111111111111,0,12.4,0.5,1.79,"Graduate"
"2721",1,1,2,6,1,1,1,1,28,10,9,1,0,0,1,0,1,18,0,0,6,7,6,13.8333333333333,0,0,6,10,6,13.7142857142857,0,8.9,1.4,3.51,"Graduate"
"2722",1,8,2,9,1,1,1,2,3,3,3,1,0,0,1,0,0,19,0,0,5,10,3,11,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,"Enrolled"
"2723",1,14,1,6,1,1,1,3,3,3,6,0,0,0,1,0,0,21,0,0,6,11,4,11.75,0,0,6,12,3,13.6666666666667,0,13.9,-0.3,0.79,"Enrolled"
"2724",1,8,2,9,1,1,1,13,1,10,4,1,0,0,1,0,1,18,0,0,5,15,2,10,0,0,5,14,2,12,0,13.9,-0.3,0.79,"Dropout"
"2725",1,12,1,12,1,1,1,22,27,8,8,1,0,0,1,0,1,24,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,"Graduate"
"2726",1,1,1,8,1,1,1,4,5,3,3,1,0,0,1,0,0,21,0,0,5,12,1,11,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,"Enrolled"
"2727",1,15,1,6,1,14,1,13,14,10,10,1,0,0,1,0,0,23,0,1,6,14,5,14.4285714285714,0,1,6,7,6,13.4285714285714,0,16.2,0.3,-0.92,"Graduate"
"2728",1,8,2,12,1,1,1,23,14,6,8,1,0,0,1,0,1,18,0,0,8,8,7,14.3128571428571,0,0,8,8,7,14.3128571428571,0,10.8,1.4,1.74,"Graduate"
"2729",1,12,1,6,1,1,1,4,1,3,10,0,0,0,0,0,0,26,0,0,6,8,6,15.4285714285714,0,0,6,7,5,14.5,0,11.1,0.6,2.02,"Enrolled"
"2730",1,1,1,8,1,1,1,23,28,6,9,1,0,0,1,0,0,20,0,0,5,9,4,12,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,"Graduate"
"2731",1,1,1,10,1,1,1,4,1,6,6,0,0,0,1,0,0,18,0,0,6,7,6,13.8333333333333,0,0,6,7,6,13.7142857142857,0,11.1,0.6,2.02,"Graduate"
"2732",1,1,1,10,1,1,1,2,10,4,11,1,0,0,1,0,0,20,0,0,6,6,6,12.1666666666667,0,0,6,7,6,12.1428571428571,0,11.1,0.6,2.02,"Graduate"
"2733",1,1,1,12,1,1,1,13,14,5,5,1,0,0,1,0,0,20,0,0,8,8,7,14.0142857142857,0,0,8,8,7,14.0142857142857,0,12.7,3.7,-1.7,"Enrolled"
"2734",1,8,2,10,1,1,1,1,14,5,11,1,1,0,1,0,0,18,0,0,6,15,2,10.3333333333333,3,0,6,13,3,13.3333333333333,0,12.7,3.7,-1.7,"Enrolled"
"2735",1,1,4,15,1,1,1,1,10,10,11,1,0,0,1,0,1,22,0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,"Graduate"
"2736",1,1,1,12,1,1,1,22,27,10,10,1,0,1,1,0,0,20,0,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,"Graduate"
"2737",1,8,4,12,1,1,1,1,27,10,10,1,0,0,1,0,1,19,0,0,7,7,7,13.3857142857143,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,"Graduate"
"2738",1,1,1,8,1,1,1,3,1,3,5,1,0,1,1,0,0,18,0,0,6,13,6,10.8571428571429,0,0,6,10,4,11,0,15.5,2.8,-4.06,"Dropout"
"2739",1,8,2,9,1,1,1,23,27,7,7,0,0,0,1,0,0,18,0,0,5,11,5,11.3333333333333,0,0,5,8,5,12,0,13.9,-0.3,0.79,"Graduate"
"2740",1,1,4,6,1,1,1,22,1,10,10,1,0,0,1,0,1,19,0,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,"Graduate"
"2741",1,1,2,5,1,1,1,13,28,10,10,1,0,0,1,0,1,19,0,0,6,6,6,14.1666666666667,0,0,6,8,6,12.375,0,10.8,1.4,1.74,"Graduate"
"2742",1,8,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,24,0,0,6,7,6,12.8333333333333,0,0,6,8,6,12,0,7.6,2.6,0.32,"Graduate"
"2743",1,1,1,10,1,1,1,22,27,5,5,0,0,0,1,0,0,21,0,0,6,7,6,13.3333333333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,"Graduate"
"2744",1,1,1,10,1,1,1,1,1,4,4,1,0,0,1,0,1,20,0,0,6,7,6,13.6666666666667,0,0,6,7,6,14.5714285714286,0,11.1,0.6,2.02,"Graduate"
"2745",1,12,1,11,1,1,1,13,14,5,8,0,0,1,0,0,1,28,0,0,6,6,6,10.8333333333333,0,0,6,7,5,11,0,13.9,-0.3,0.79,"Dropout"
"2746",1,1,2,16,1,1,1,22,14,10,9,1,0,0,1,0,0,21,0,0,6,7,6,13.4285714285714,0,0,6,8,6,13.1428571428571,0,7.6,2.6,0.32,"Graduate"
"2747",1,1,1,12,1,1,1,22,28,29,35,1,0,1,1,1,0,20,0,0,7,7,7,12.4014285714286,0,0,8,10,6,11.8083333333333,0,11.1,0.6,2.02,"Enrolled"
"2748",1,13,1,4,1,1,1,3,2,3,7,0,0,0,0,1,0,36,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"2749",2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,42,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"2750",2,12,1,17,0,1,1,22,27,10,8,0,0,0,1,1,0,47,0,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,"Dropout"
"2751",1,12,1,7,1,1,1,1,28,5,8,0,0,0,0,1,0,25,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2752",1,12,1,14,1,9,1,1,27,4,6,0,0,0,1,1,1,25,0,0,6,8,6,14.1428571428571,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,"Graduate"
"2753",2,12,1,3,0,12,1,13,27,7,9,0,0,0,1,1,0,48,0,0,6,6,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout"
"2754",1,14,1,17,0,1,1,23,28,10,8,0,0,0,1,1,1,32,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,"Graduate"
"2755",1,4,1,17,0,15,1,23,28,10,8,0,0,0,1,1,0,38,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,"Dropout"
"2756",1,4,1,10,1,15,1,22,27,6,6,0,0,0,1,1,0,37,0,11,16,23,15,11.7333333333333,0,6,11,17,9,11.8888888888889,0,15.5,2.8,-4.06,"Graduate"
"2757",1,12,2,9,1,1,1,22,27,10,10,0,0,0,0,1,0,26,0,0,5,8,1,10,0,0,5,9,1,10,0,10.8,1.4,1.74,"Dropout"
"2758",1,15,1,6,1,14,1,3,5,3,3,0,0,0,1,1,0,23,0,0,6,19,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2759",1,15,1,4,1,14,1,23,14,4,6,0,0,0,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Enrolled"
"2760",1,15,1,4,1,14,1,2,3,10,7,0,0,0,1,1,0,20,0,0,6,12,4,10.8,0,0,6,13,4,12,0,12.4,0.5,1.79,"Enrolled"
"2761",1,12,1,12,1,4,1,3,28,4,8,1,0,0,1,1,0,26,0,2,7,8,6,13.0466666666667,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,"Dropout"
"2762",1,14,1,3,0,1,1,22,27,10,6,0,0,0,1,0,0,45,0,5,9,13,8,11,0,3,7,10,6,10.8333333333333,0,12.7,3.7,-1.7,"Enrolled"
"2763",1,12,1,3,0,12,1,22,27,6,6,1,0,0,1,0,1,26,0,0,6,10,3,12.3333333333333,0,0,6,14,3,11.6666666666667,0,7.6,2.6,0.32,"Enrolled"
"2764",1,14,1,3,0,3,1,7,7,12,12,0,0,0,1,0,0,26,0,8,11,16,10,11.8,0,3,7,7,7,13.2857142857143,0,7.6,2.6,0.32,"Graduate"
"2765",1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,25,0,0,5,8,3,11,0,0,5,8,3,11.25,0,10.8,1.4,1.74,"Enrolled"
"2766",1,7,4,12,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,"Graduate"
"2767",1,4,1,12,1,3,1,22,27,8,8,1,0,0,1,0,0,27,0,0,8,8,7,14.4142857142857,0,0,8,8,7,14.4142857142857,0,12.7,3.7,-1.7,"Graduate"
"2768",6,8,3,3,0,1,1,13,1,6,12,0,0,0,0,0,0,24,0,0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,"Dropout"
"2769",1,8,1,9,1,1,1,23,14,7,11,1,0,0,1,0,0,20,0,0,5,8,5,12.3333333333333,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,"Graduate"
"2770",1,1,1,12,1,1,1,1,14,10,9,1,0,0,1,0,1,18,0,0,7,9,0,0,0,0,7,8,1,10,0,15.5,2.8,-4.06,"Dropout"
"2771",1,8,6,13,1,1,1,13,28,8,8,1,0,0,1,0,1,18,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,"Graduate"
"2772",1,1,4,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,"Graduate"
"2773",1,1,1,12,1,1,1,13,27,4,9,1,0,0,1,1,0,19,0,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,"Enrolled"
"2774",1,13,3,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,"Graduate"
"2775",1,1,4,12,1,1,1,10,1,6,11,0,0,0,1,0,1,19,0,0,7,9,5,14.06,0,0,7,9,7,11.2428571428571,0,12.4,0.5,1.79,"Enrolled"
"2776",1,1,4,12,1,1,1,23,27,10,6,1,0,0,1,0,0,18,0,0,8,8,7,15.0757142857143,0,0,8,8,7,15.0757142857143,0,10.8,1.4,1.74,"Graduate"
"2777",1,8,2,2,1,1,1,13,27,10,10,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Enrolled"
"2778",1,14,2,14,1,1,1,3,3,6,6,1,0,0,1,0,0,19,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,"Enrolled"
"2779",1,4,0,4,1,3,1,1,27,5,10,1,0,0,1,0,0,23,0,10,17,28,17,13.15,2,8,12,22,12,13.2142857142857,0,15.5,2.8,-4.06,"Graduate"
"2780",1,1,2,10,1,1,1,13,14,5,8,1,0,0,1,0,1,21,0,0,6,9,5,12.3333333333333,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,"Graduate"
"2781",1,1,3,12,1,1,1,23,28,6,8,1,0,0,1,0,1,18,0,0,7,8,7,13.7785714285714,0,0,8,10,8,13.1222222222222,0,16.2,0.3,-0.92,"Graduate"
"2782",1,1,1,16,1,1,1,19,27,10,10,1,0,1,0,0,0,20,0,0,6,12,3,10.3333333333333,0,0,6,14,1,11,0,10.8,1.4,1.74,"Dropout"
"2783",1,14,1,15,1,1,1,13,27,6,6,1,0,0,1,0,0,23,0,0,6,11,3,11.3333333333333,0,0,6,7,2,11,0,16.2,0.3,-0.92,"Enrolled"
"2784",1,1,1,10,1,1,1,22,27,10,8,1,0,0,1,0,0,20,0,0,6,7,5,13.2,0,0,6,6,6,12.6666666666667,0,10.8,1.4,1.74,"Enrolled"
"2785",1,1,1,5,1,1,1,22,27,6,8,0,0,0,1,0,1,18,0,1,6,8,6,13.5714285714286,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,"Graduate"
"2786",1,1,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,29,0,8,11,14,11,12.75,0,3,7,7,7,13.4285714285714,0,9.4,-0.8,-3.12,"Graduate"
"2787",1,12,1,15,1,7,1,23,1,6,5,1,0,0,1,1,0,28,0,0,6,11,3,13,0,0,6,15,1,12,0,7.6,2.6,0.32,"Dropout"
"2788",1,1,3,14,1,1,1,22,27,8,8,1,0,0,1,1,0,19,0,0,5,7,3,11.3333333333333,0,0,5,7,4,11,0,9.4,-0.8,-3.12,"Enrolled"
"2789",1,12,1,14,1,1,1,13,14,8,8,0,0,1,0,1,0,24,0,0,6,12,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,"Dropout"
"2790",1,12,1,2,1,1,1,22,27,10,8,0,0,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"2791",1,8,1,9,1,1,1,13,27,6,8,1,0,0,0,1,0,19,0,0,5,7,2,12.5,0,0,5,13,1,11,0,9.4,-0.8,-3.12,"Dropout"
"2792",1,1,1,6,1,1,1,23,14,10,4,0,0,0,1,1,0,19,0,0,6,7,6,14.8571428571429,0,0,6,8,6,14.1428571428571,0,11.1,0.6,2.02,"Graduate"
"2793",4,12,1,3,0,1,1,22,27,8,8,0,0,0,1,1,0,37,0,3,9,13,8,12,0,2,7,8,7,11.5714285714286,0,12.7,3.7,-1.7,"Graduate"
"2794",1,1,1,2,1,1,1,23,27,10,9,1,0,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"2795",4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Enrolled"
"2796",2,12,1,12,1,13,1,22,27,10,4,0,0,0,1,1,0,37,0,0,7,8,7,12.8285714285714,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,"Graduate"
"2797",1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,36,0,0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,"Dropout"
"2798",1,1,2,14,1,1,1,1,28,8,8,1,0,0,1,1,0,19,0,0,6,6,6,13.3333333333333,0,0,6,8,5,14,0,8.9,1.4,3.51,"Graduate"
"2799",1,13,1,12,1,1,1,13,1,10,4,1,0,0,1,1,1,33,0,6,14,20,14,13.0728571428571,6,6,14,20,14,13.0728571428571,6,9.4,-0.8,-3.12,"Graduate"
"2800",1,13,1,7,1,1,1,1,1,6,8,0,0,0,0,1,0,34,0,2,7,13,5,12,0,2,7,7,3,11,0,15.5,2.8,-4.06,"Dropout"
"2801",1,1,1,11,1,1,1,3,14,4,9,1,0,0,1,0,0,18,0,0,6,6,6,15.5,0,0,6,6,6,16,0,12.4,0.5,1.79,"Graduate"
"2802",1,15,1,8,1,14,1,3,1,3,5,1,0,0,1,0,0,20,0,0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"2803",1,1,1,15,1,1,1,13,27,5,8,0,0,0,1,0,1,19,0,0,6,7,6,14.7142857142857,0,0,6,6,6,15.1666666666667,0,13.9,-0.3,0.79,"Graduate"
"2804",1,1,3,6,1,1,1,13,14,10,2,1,0,0,1,0,0,20,0,0,6,7,6,16.7142857142857,0,0,6,6,6,15.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"2805",1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,0,1,19,0,0,6,9,6,10.8571428571429,0,0,6,7,6,11.6666666666667,0,12.4,0.5,1.79,"Graduate"
"2806",1,1,4,12,1,1,1,13,14,10,10,1,0,0,1,0,0,19,0,0,7,8,6,11.6583333333333,0,0,8,11,6,12.4166666666667,0,12.4,0.5,1.79,"Graduate"
"2807",1,9,2,15,1,1,10,22,14,10,8,1,0,0,1,0,1,22,1,0,6,8,5,11.6,0,0,6,7,6,12,0,9.4,-0.8,-3.12,"Graduate"
"2808",1,1,1,14,1,1,1,10,10,6,8,1,0,0,1,0,0,18,0,0,6,8,6,14.625,0,0,6,9,6,14.1428571428571,0,11.1,0.6,2.02,"Enrolled"
"2809",1,1,1,15,1,1,1,1,28,10,10,0,0,0,1,0,1,18,0,0,6,6,6,12.1666666666667,0,0,6,8,6,12.6666666666667,0,12.4,0.5,1.79,"Graduate"
"2810",1,1,3,12,1,1,1,1,14,17,40,1,0,0,1,0,0,19,0,0,7,12,4,13.375,0,0,7,8,6,12.1166666666667,0,12.4,0.5,1.79,"Enrolled"
"2811",1,1,1,16,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,6,6,12.8333333333333,0,12.7,3.7,-1.7,"Graduate"
"2812",1,12,1,12,1,1,1,13,1,2,12,1,0,1,0,0,0,31,0,0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,"Dropout"
"2813",1,8,5,12,1,1,1,1,1,5,4,1,0,0,1,0,0,18,0,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,"Graduate"
"2814",1,1,1,10,1,1,1,1,14,10,10,0,0,1,1,0,1,19,0,0,6,11,3,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74,"Graduate"
"2815",1,1,1,2,1,1,1,3,28,3,11,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate"
"2816",1,8,1,10,1,1,1,22,28,10,6,0,0,0,1,0,1,19,0,0,6,11,5,11.6,0,0,6,10,6,11.7142857142857,0,15.5,2.8,-4.06,"Graduate"
"2817",1,1,1,12,1,1,1,13,14,10,7,0,0,0,1,0,0,19,0,0,7,7,6,14.2666666666667,0,0,7,7,6,14.2666666666667,0,7.6,2.6,0.32,"Graduate"
"2818",1,1,1,9,1,1,1,22,27,10,8,0,0,0,1,0,1,19,0,0,5,6,4,11,0,0,5,9,4,13.8571428571429,0,10.8,1.4,1.74,"Enrolled"
"2819",2,4,1,3,0,3,1,22,24,1,1,0,0,0,1,0,0,30,0,8,10,11,9,12.6666666666667,0,3,7,7,7,12.4285714285714,1,7.6,2.6,0.32,"Graduate"
"2820",1,14,1,15,1,1,1,13,1,6,6,1,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,10,3,11,0,16.2,0.3,-0.92,"Enrolled"
"2821",1,9,6,12,1,1,1,1,1,4,7,1,0,0,1,0,0,18,0,0,8,11,7,12.7714285714286,0,0,8,11,7,12.7714285714286,0,12.7,3.7,-1.7,"Graduate"
"2822",1,9,5,6,1,1,1,5,3,3,4,1,0,0,1,0,0,21,0,0,5,12,0,0,3,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"2823",1,15,1,10,1,1,1,1,28,5,10,0,0,0,1,0,1,19,0,3,6,6,6,15.5,0,2,6,7,6,13.5714285714286,0,13.9,-0.3,0.79,"Graduate"
"2824",1,8,1,14,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,6,7,6,13.2857142857143,0,0,6,9,5,14.6,0,12.4,0.5,1.79,"Enrolled"
"2825",1,1,5,12,1,1,1,3,14,5,9,1,0,0,1,0,0,19,0,0,7,11,5,11.7166666666667,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,NA
"2826",1,8,1,8,1,1,1,13,14,5,5,1,0,0,1,0,0,19,0,0,6,8,6,11.3333333333333,0,0,6,12,4,13.75,0,8.9,1.4,3.51,"Dropout"
